RMP,V_peak,APD40,APD90,Tri9040,dVdt_max,qNet,Ca_diast,Ca_peak,CTD50,CTD90,EMw90,Tttp,T_peak,Trt50,Trt90,dTdt_max,dTdt_min
-88.30476506,38.96641519,158.93,222.31,63.38,418.3241827,0.032565383,77.86127003,502.3824668,160.54,288.61,66.3,153.32,23.81414926,99.93,203.81,0.281413562,-0.16496606
-88.93894872,29.7800972,214.43,286.91,72.48,312.3451664,-0.070012706,83.83433045,620.936532,174.66,337.39,50.48,167.64,36.21696463,119.7,232.25,0.391985284,-0.210816902
-88.09062818,38.65682931,141.72,229.65,87.93,422.1771618,0.076388023,74.58213734,446.0729164,251.7,481.85,252.2,189.86,24.11658693,133.19,267.6,0.230892455,-0.121608314
-88.32149524,33.13930851,183.36,251.58,68.22,340.1960565,-0.019171451,75.43910178,489.4892191,179.26,320.99,69.41,160.09,23.86131836,108.24,215.51,0.271248007,-0.153638814
-88.56330423,38.74361829,200.63,277.07,76.44,413.6117912,-0.014863198,67.07747973,381.7810636,212.68,343.85,66.78,167.59,15.08161898,110.56,216.49,0.166300678,-0.096623593
-87.24749183,28.52386085,185.65,272.7,87.05,296.8315,0.016782283,72.91845511,418.6993714,168.34,293.3,20.6,149,16.20910492,100.14,203.93,0.199599634,-0.110277752
-88.47629586,24.83631458,178.53,235.46,56.93,265.2916502,0.009984133,75.7101389,511.4570227,161.68,302.13,66.67,153.31,24.43202219,103.39,209.49,0.289278843,-0.162587608
-88.08646067,28.5530822,148.88,202.91,54.03,306.4238414,0.062608055,71.20010331,468.5069729,195.34,357.41,154.5,169.59,23.91232563,108.88,220.2,0.253675863,-0.149850491
-88.54524857,38.01419273,211.58,306.22,94.64,401.695304,-0.060664304,69.49979926,414.6498462,217.29,367.9,61.68,168.84,18.16266343,119.14,230.58,0.19888275,-0.10607705
-88.51118599,31.01517335,225.22,309.39,84.17,321.7614896,-0.052123756,72.11038498,402.2388199,195.04,337.93,28.54,156.41,15.60289985,113.57,223.92,0.184777325,-0.092221204
-88.3874118,29.83975245,234.06,317.72,83.66,285.0985859,-0.118797044,65.56173739,483.9446378,234.68,390.61,72.89,185.34,27.45636107,125.24,235.89,0.269844474,-0.159028399
-88.18796459,32.66877505,174.89,248.49,73.6,342.9208579,0.011709899,78.43586789,466.3674079,175.95,326.04,77.55,156.77,21.20062701,108.08,218.43,0.247436054,-0.134027058
-88.47606226,26.13324781,227.77,312.91,85.14,242.296811,-0.075832095,72.50713083,567.3515003,198.16,353.61,40.7,174.72,33.65346043,120.08,229.68,0.348795764,-0.199001446
-88.5301229,34.50415642,153.09,209.22,56.13,361.975099,0.03418644,81.63237334,543.6600047,168.42,315.15,105.93,160.88,28.76392347,106.94,215.7,0.322755685,-0.185305477
-88.81303806,25.51196029,164.53,215.61,51.08,272.9235569,0.034836205,79.1095177,602.7231756,152.92,294.1,78.49,155.81,32.18998981,104.32,210.14,0.371918305,-0.213750341
-88.5628857,41.82488335,194.08,327.99,133.91,451.0739896,-0.046420694,72.61964302,474.7940799,255.25,455.93,127.94,193.26,27.3106644,136.95,261.95,0.260588832,-0.14081903
-87.87329179,22.52577123,195.57,278.14,82.57,245.7091524,0.004714148,67.02646036,422.4194126,215.71,375.48,97.34,173.96,19.73240966,113.24,224.44,0.207252965,-0.121927276
-88.73341545,39.51851001,186.24,258.79,72.55,421.3125565,-0.021859887,73.93428416,394.4394883,211.16,365.37,106.58,166.36,15.9481625,115.73,228.9,0.178348964,-0.096058917
